Data_ID,Year,Month,Utility_Number,Name,State,Ownership,Status,RES_Rev,RES_Sal,RES_Cus,COM_Rev,COM_Sal,COM_Cus,IND_Rev,IND_Sal,IND_Cus,TRAN_Rev,TRAN_Sal,TRAN_Cus,TOT_Rev,TOT_Sal,TOT_Cus
2230,2018,4,88888,Total EPM,CA,,Final,"887,135.043","5,534,661.804","13,369,121","1,352,808.645","9,200,488.682","1,687,743","393,117.395","3,602,687.523","144,440","5,161.404","61,030.767",12,"2,638,222","18,398,869","15,201,316"
2231,2018,4,0,Adjustment 2018,CO,,Final,"37,964.322","289,930.096","428,857","28,436.354","267,890.249","71,913","25,231.929","303,893.208","9,341",0.000,0.000,0,"91,633","861,714","510,111"
2232,2018,4,3989,City of Colorado Springs - (CO),CO,Municipal,Final,"13,508.884","102,000.000","195,235","7,881.791","77,731.000","34,301","12,282.914","140,367.000","1,601",0.000,0.000,0,"33,674","320,098","231,137"
2233,2018,4,6604,City of Fort Collins - (CO),CO,Municipal,Final,"3,812.327","37,410.015","64,727","3,365.162","40,386.035","9,572","2,553.226","38,912.023",14,0.000,0.000,0,"9,731","116,708","74,313"
2234,2018,4,9336,Intermountain Rural Elec Assn,CO,Cooperative,Final,"14,546.000","109,818.000","143,093","6,064.000","52,573.000","12,773",746.000,"8,672.000",58,0.000,0.000,0,"21,356","171,063","155,924"
2235,2018,4,10066,K C Electric Association,CO,Cooperative,Final,378.000,"2,752.000","3,296",810.000,"7,104.000","2,472",354.000,"2,686.000",706,0.000,0.000,0,"1,542","12,542","6,474"
2236,2018,4,12866,Moon Lake Electric Assn Inc,CO,Cooperative,Final,100.020,"1,226.304","1,541",195.978,"2,418.380",647,"2,531.076","39,211.868",77,0.000,0.000,0,"2,827","42,857","2,265"
2237,2018,4,15257,"Poudre Valley REA, Inc",CO,Cooperative,Final,"3,933.499","32,144.237","36,938","2,440.414","20,403.523","4,657","3,970.604","52,658.281",281,0.000,0.000,0,"10,345","105,206","41,876"
2238,2018,4,15466,Public Service Co of Colorado,CO,Investor Owned,Final,"65,751.472","607,870.000","1,259,528","94,099.333","993,634.000","215,591","32,316.207","521,640.000",333,685.004,"7,391.000",1,"192,852","2,130,535","1,475,453"
2239,2018,4,16603,"San Luis Valley R E C, Inc",CO,Cooperative,Final,"1,036.000","6,237.000","8,526",539.000,"3,764.000","1,410",466.000,931.000,"2,618",0.000,0.000,0,"2,041","10,932","12,554"
2240,2018,4,19499,"United Power, Inc",CO,Cooperative,Final,"7,014.968","52,392.403","74,062","4,862.287","43,403.860","9,627","7,234.010","87,589.881",724,0.000,0.000,0,"19,111","183,386","84,413"
2241,2018,4,27000,WAPA-- Western Area Power Administration,CO,Federal,Final,0.000,0.000,0,139.892,"5,106.147",8,10.959,259.279,2,0.000,0.000,0,151,"5,365",10
2242,2018,4,27058,"High West Energy, Inc",CO,Cooperative,Final,124.000,466.000,642,33.000,266.000,19,"1,190.000","10,996.000",351,0.000,0.000,0,"1,347","11,728","1,012"
2243,2018,4,56146,"Black Hills Colorado Electric, LLC",CO,Investor Owned,Final,"6,918.837","41,655.000","84,639","8,340.051","66,650.000","11,881","3,294.921","40,558.000",57,0.000,0.000,0,"18,554","148,863","96,577"
2244,2018,4,57313,SolarCity Corporation,CO,Behind the Meter,Final,905.946,"9,807.405","12,674",170.035,"2,265.323","1,001",0.000,0.000,0,0.000,0.000,0,"1,076","12,073","13,675"
2245,2018,4,59139,SunEdison LLC,CO,Behind the Meter,Final,0.000,0.000,0,14.620,201.400,3,0.000,0.000,0,0.000,0.000,0,15,201,3
2246,2018,4,59579,Sunnova,CO,Behind the Meter,Final,1.179,16.465,32,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,1,16,32
2247,2018,4,59580,"SunPower Capital, LLC",CO,Behind the Meter,Final,29.374,498.033,532,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,29,498,532
2248,2018,4,59647,Sunrun Inc.,CO,Behind the Meter,Final,228.571,"2,345.272","2,718",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,229,"2,345","2,718"
2249,2018,4,59738,"SunPower Capital Services, LLC",CO,Behind the Meter,Final,42.943,383.449,641,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,43,383,641
2250,2018,4,59943,Spruce Finance,CO,Behind the Meter,Final,62.737,712.804,755,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,63,713,755
2251,2018,4,60025,Greenbacker Renewable Energy Corporation,CO,Behind the Meter,Final,41.930,330.609,676,19.751,417.254,27,0.000,0.000,0,0.000,0.000,0,62,748,703
2252,2018,4,60981,"TerraForm US Energy Services, LLC",CO,Behind the Meter,Final,0.000,0.000,0,9.103,191.616,13,0.000,0.000,0,0.000,0.000,0,9,192,13
2253,2018,4,61098,Longroad Energy,CO,Behind the Meter,Final,0.000,0.000,0,58.630,852.280,16,0.000,0.000,0,0.000,0.000,0,59,852,16
2254,2018,4,88888,Total EPM,CO,,Final,"156,401.009","1,297,995.092","2,319,112","157,479.401","1,585,258.067","375,931","92,181.846","1,248,374.540","16,163",685.004,"7,391.000",1,"406,747","4,139,019","2,711,207"
2255,2018,4,0,Adjustment 2018,CT,,Final,"47,052.710","216,424.417","404,193","111,156.895","686,694.325","67,174","27,021.799","198,928.780","2,378","1,425.590","12,017.122",3,"186,657","1,114,065","473,748"
2256,2018,4,4176,Connecticut Light & Power Co,CT,Investor Owned,Final,"120,934.343","570,189.151","844,587","29,747.543","157,577.144","66,501","3,464.527","17,714.774","1,664",0.000,0.000,0,"154,146","745,481","912,752"
2257,2018,4,7716,Groton Dept of Utilities - (CT),CT,Municipal,Final,"1,408.023","9,001.641","12,053","1,208.861","8,355.981","1,605","1,735.451","17,855.486",15,0.000,0.000,0,"4,352","35,213","13,673"
2258,2018,4,19497,United Illuminating Co,CT,Investor Owned,Final,"23,048.086","92,658.156","204,368","6,535.015","36,427.680","14,069",401.842,"2,641.219",240,0.000,0.000,0,"29,985","131,727","218,677"
2259,2018,4,20038,Town of Wallingford - (CT),CT,Municipal,Final,"2,225.194","15,970.794","21,336","2,155.578","17,684.080","3,634","1,107.548","11,114.798",26,0.000,0.000,0,"5,488","44,770","24,996"
2260,2018,4,57313,SolarCity Corporation,CT,Behind the Meter,Final,837.594,"5,615.708","8,286",145.233,"1,552.657",849,0.000,0.000,0,0.000,0.000,0,983,"7,168","9,135"
2261,2018,4,59086,"Constellation Solar Holding, LLC",CT,Behind the Meter,Final,0.000,0.000,0,6.110,50.950,1,.,.,.,0.000,0.000,0,6,51,1
2262,2018,4,59139,SunEdison LLC,CT,Behind the Meter,Final,0.000,0.000,0,3.080,18.750,2,0.000,0.000,0,0.000,0.000,0,3,19,2
2263,2018,4,59579,Sunnova,CT,Behind the Meter,Final,183.275,"1,309.114","1,595",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,183,"1,309","1,595"
2264,2018,4,59580,"SunPower Capital, LLC",CT,Behind the Meter,Final,36.001,353.600,313,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,36,354,313
2265,2018,4,59624,"Vivint Solar, Inc.",CT,Behind the Meter,Final,160.625,"1,140.996","1,629",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,161,"1,141","1,629"
2266,2018,4,59647,Sunrun Inc.,CT,Behind the Meter,Final,463.179,"2,864.106","3,882",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,463,"2,864","3,882"
2267,2018,4,59943,Spruce Finance,CT,Behind the Meter,Final,19.537,153.722,183,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,20,154,183
2268,2018,4,60025,Greenbacker Renewable Energy Corporation,CT,Behind the Meter,Final,62.584,481.589,596,14.436,83.144,3,0.000,0.000,0,0.000,0.000,0,77,565,599
2269,2018,4,60981,"TerraForm US Energy Services, LLC",CT,Behind the Meter,Final,0.000,0.000,0,14.114,115.476,7,0.000,0.000,0,0.000,0.000,0,14,115,7
2270,2018,4,61098,Longroad Energy,CT,Behind the Meter,Final,0.000,0.000,0,23.230,185.030,8,0.000,0.000,0,0.000,0.000,0,23,185,8
2271,2018,4,61823,"Greenskies Renewable Energy, LLC",CT,,Final,0.000,0.000,0,221.900,"2,455.000",5,0.000,0.000,0,0.000,0.000,0,222,"2,455",5
2272,2018,4,88888,Total EPM,CT,,Final,"196,431.151","916,162.994","1,503,021","151,231.995","911,200.217","153,858","33,731.167","248,255.057","4,323","1,425.590","12,017.122",3,"382,820","2,087,635","1,661,205"
2273,2018,4,0,Adjustment 2018,DC,,Final,"6,574.979","41,868.580","43,610","65,404.038","519,271.857","9,674","1,292.904","15,304.215",1,"2,561.853","26,584.303",3,"75,834","603,029","53,288"
2274,2018,4,15270,Potomac Electric Power Co,DC,Investor Owned,Final,"17,493.590","133,468.809","229,156","11,803.910","87,921.948","16,575",0.000,0.000,0,0.000,0.000,0,"29,298","221,391","245,731"
2275,2018,4,57313,SolarCity Corporation,DC,Behind the Meter,Final,25.498,242.160,506,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,25,242,506
2276,2018,4,59086,"Constellation Solar Holding, LLC",DC,Behind the Meter,Final,0.000,0.000,0,6.590,92.840,2,0.000,0.000,0,0.000,0.000,0,7,93,2
2277,2018,4,59647,Sunrun Inc.,DC,Behind the Meter,Final,0.518,6.766,14,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,1,7,14
2278,2018,4,88888,Total EPM,DC,,Final,"24,094.585","175,586.315","273,286","77,214.538","607,286.645","26,251","1,292.904","15,304.215",1,"2,561.853","26,584.303",3,"105,164","824,761","299,541"
2279,2018,4,0,Adjustment 2018,DE,,Final,"6,538.613","43,809.306","54,421","18,307.980","207,902.358","14,711","9,936.137","138,291.893",670,0.000,0.000,0,"34,783","390,004","69,802"
2280,2018,4,5027,Delmarva Power,DE,Investor Owned,Final,"27,689.721","210,802.853","255,130","9,041.904","84,798.158","24,469",20.782,"1,607.870",70,0.000,0.000,0,"36,752","297,209","279,669"
2281,2018,4,5070,Delaware Electric Cooperative,DE,Cooperative,Final,"10,675.000","97,407.000","86,324","2,065.000","19,208.000","10,622",0.000,0.000,0,0.000,0.000,0,"12,740","116,615","96,946"
2282,2018,4,5335,City of Dover - (DE),DE,Municipal,Final,"1,954.000","16,176.000","20,423","2,046.000","18,051.000","3,598","1,941.000","23,285.000",41,0.000,0.000,0,"5,941","57,512","24,062"
2283,2018,4,13519,City of Newark - (DE),DE,Municipal,Final,"1,222.000","7,841.000","11,203",794.000,"5,516.000","1,436","2,039.000","18,092.000",59,0.000,0.000,0,"4,055","31,449","12,698"
2284,2018,4,57313,SolarCity Corporation,DE,Behind the Meter,Final,368.226,"3,172.208","3,170",3.101,53.750,1,0.000,0.000,0,0.000,0.000,0,371,"3,226","3,171"
2285,2018,4,59579,Sunnova,DE,Behind the Meter,Final,0.257,2.304,4,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,2,4
2286,2018,4,59647,Sunrun Inc.,DE,Behind the Meter,Final,33.528,379.070,414,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,34,379,414
2287,2018,4,88888,Total EPM,DE,,Final,"48,481.345","379,589.741","431,089","32,257.985","335,529.266","54,837","13,936.919","181,276.763",840,0.000,0.000,0,"94,676","896,396","486,766"
2288,2018,4,0,Adjustment 2018,FL,,Final,"184,126.090","1,509,009.350","1,942,362","120,265.812","1,206,521.396","266,573","30,613.974","375,614.646","5,568",0.391,5.908,0,"335,006","3,091,151","2,214,503"
2289,2018,4,6452,Florida Power & Light Co,FL,Investor Owned,Final,"461,513.000","4,387,649.000","4,354,506","332,725.000","3,883,707.000","553,622","16,165.000","256,543.000","11,551",529.000,"6,368.000",1,"810,932","8,534,267","4,919,680"
2290,2018,4,6455,"Duke Energy Florida, LLC",FL,Investor Owned,Final,"179,672.135","1,375,834.000","1,592,902","115,205.646","1,171,048.000","201,846","19,828.087","241,134.000","2,081",0.000,0.000,0,"314,706","2,788,016","1,796,829"
2291,2018,4,6457,Florida Public Utilities Co,FL,Investor Owned,Final,"2,840.000","19,184.000","24,669","2,966.000","22,713.000","7,507",134.000,"1,090.000",2,0.000,0.000,0,"5,940","42,987","32,178"
2292,2018,4,7801,Gulf Power Co,FL,Investor Owned,Final,"45,661.494","321,736.198","406,295","29,059.175","278,930.796","57,497","8,935.644","131,226.693",255,0.000,0.000,0,"83,656","731,894","464,047"
2293,2018,4,9617,JEA,FL,Municipal,Final,"38,872.000","334,539.000","410,176","30,208.005","301,853.080","56,232","14,101.317","199,396.108",196,20.995,241.920,1,"83,202","836,030","466,605"
2294,2018,4,18454,Tampa Electric Co,FL,Investor Owned,Final,"70,806.331","620,035.492","667,485","58,955.110","623,520.238","83,879","13,041.893","163,963.270","1,587",0.000,0.000,0,"142,803","1,407,519","752,951"
2295,2018,4,57313,SolarCity Corporation,FL,Behind the Meter,Final,25.750,424.884,579,28.275,268.567,267,0.000,0.000,0,0.000,0.000,0,54,693,846
2296,2018,4,60025,Greenbacker Renewable Energy Corporation,FL,Behind the Meter,Final,0.000,0.000,0,5.817,29.833,1,0.000,0.000,0,0.000,0.000,0,6,30,1
2297,2018,4,60981,"TerraForm US Energy Services, LLC",FL,Behind the Meter,Final,0.000,0.000,0,32.855,107.891,3,0.000,0.000,0,0.000,0.000,0,33,108,3
2298,2018,4,61098,Longroad Energy,FL,Behind the Meter,Final,0.000,0.000,0,11.030,39.250,1,0.000,0.000,0,0.000,0.000,0,11,39,1
2299,2018,4,88888,Total EPM,FL,,Final,"983,516.800","8,568,411.924","9,398,974","689,462.725","7,488,739.051","1,227,428","102,819.915","1,368,967.717","21,240",550.386,"6,615.828",2,"1,776,350","17,432,735","10,647,644"
2300,2018,4,0,Adjustment 2018,GA,,Final,"182,221.718","1,527,656.125","1,743,215","91,983.049","808,700.829","212,442","43,637.639","642,875.227","11,868",0.000,-0.019,0,"317,842","2,979,232","1,967,525"
2301,2018,4,3408,City of Chattanooga - (TN),GA,Municipal,Final,"1,115.000","10,045.000","9,593",412.000,"3,478.000","1,151",37.000,387.000,1,0.000,0.000,0,"1,564","13,910","10,745"
2302,2018,4,3916,Cobb Electric Membership Corp,GA,Cooperative,Final,"18,586.221","156,061.731","184,684","9,385.708","97,309.198","21,960","1,143.003","15,702.258",135,0.000,0.000,0,"29,115","269,073","206,779"
2303,2018,4,7140,Georgia Power Co,GA,Investor Owned,Final,"172,294.890","1,606,234.791","2,198,386","218,130.095","2,410,462.381","320,457","97,991.288","1,874,063.487","10,607",612.574,"13,657.462",1,"489,029","5,904,418","2,529,451"
2304,2018,4,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,Final,"20,689.000","201,467.000","205,758","12,558.000","112,758.000","22,190","4,279.000","63,098.000",202,0.000,0.000,0,"37,526","377,323","228,150"
2305,2018,4,60981,"TerraForm US Energy Services, LLC",GA,Behind the Meter,Final,0.000,0.000,0,69.438,615.498,5,0.000,0.000,0,0.000,0.000,0,69,615,5
2306,2018,4,61098,Longroad Energy,GA,Behind the Meter,Final,0.000,0.000,0,10.920,84.030,2,0.000,0.000,0,0.000,0.000,0,11,84,2
2307,2018,4,88888,Total EPM,GA,,Final,"394,906.829","3,501,464.647","4,341,636","332,549.210","3,433,407.936","578,207","147,087.930","2,596,125.972","22,813",612.574,"13,657.443",1,"875,157","9,544,656","4,942,657"
2308,2018,4,0,Adjustment 2018,HI,,Final,22.807,55.961,"-13,240",197.825,"1,486.050","-2,384",150.219,626.323,15,0.000,0.000,0,371,"2,168","-15,609"
2309,2018,4,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,Final,"12,273.516","35,703.110","74,632","10,567.836","32,076.163","11,437","5,641.809","20,696.502",88,0.000,0.000,0,"28,483","88,476","86,157"
2310,2018,4,10071,Kauai Island Utility Cooperative,HI,Cooperative,Final,"5,251.488","14,479.998","28,934","3,294.414","9,026.346","4,771","3,903.511","11,862.804",126,0.000,0.000,0,"12,449","35,369","33,831"
2311,2018,4,11843,Maui Electric Co Ltd,HI,Investor Owned,Final,"9,773.963","31,724.171","61,098","9,078.773","28,938.532","10,317","8,167.958","29,685.471",138,0.000,0.000,0,"27,021","90,348","71,553"
2312,2018,4,19547,Hawaiian Electric Co Inc,HI,Investor Owned,Final,"38,785.207","126,225.716","271,538","47,728.758","172,725.650","33,301","54,381.897","226,099.637",436,0.000,0.000,0,"140,896","525,051","305,275"
2313,2018,4,57313,SolarCity Corporation,HI,Behind the Meter,Final,317.797,"2,595.294","2,370",337.856,"3,391.454","2,226",0.000,0.000,0,0.000,0.000,0,656,"5,987","4,596"
2314,2018,4,59139,SunEdison LLC,HI,Behind the Meter,Final,0.000,0.000,0,.,.,.,0.000,0.000,0,0.000,0.000,0,0,0,0
2315,2018,4,59579,Sunnova,HI,Behind the Meter,Final,69.064,274.551,344,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,69,275,344
2316,2018,4,59580,"SunPower Capital, LLC",HI,Behind the Meter,Final,167.891,855.415,992,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,168,855,992
2317,2018,4,59624,"Vivint Solar, Inc.",HI,Behind the Meter,Final,720.535,"3,046.095","4,555",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,721,"3,046","4,555"
2318,2018,4,59647,Sunrun Inc.,HI,Behind the Meter,Final,844.705,"3,487.645","4,749",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,845,"3,488","4,749"
2319,2018,4,59738,"SunPower Capital Services, LLC",HI,Behind the Meter,Final,40.969,171.232,182,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,41,171,182
2320,2018,4,59943,Spruce Finance,HI,Behind the Meter,Final,30.229,163.984,175,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,30,164,175
2321,2018,4,60025,Greenbacker Renewable Energy Corporation,HI,Behind the Meter,Final,22.881,94.350,134,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,23,94,134
2322,2018,4,60981,"TerraForm US Energy Services, LLC",HI,Behind the Meter,Final,0.000,0.000,0,25.184,168.217,9,0.000,0.000,0,0.000,0.000,0,25,168,9
2323,2018,4,61098,Longroad Energy,HI,Behind the Meter,Final,0.000,0.000,0,54.538,244.120,9,0.000,0.000,0,0.000,0.000,0,55,244,9
2324,2018,4,88888,Total EPM,HI,,Final,"68,321.052","218,877.522","436,463","71,285.184","248,056.532","59,686","72,245.394","288,970.737",803,0.000,0.000,0,"211,852","755,905","496,952"
2325,2018,4,0,Adjustment 2018,IA,,Final,"46,706.188","402,325.556","388,041","24,684.385","270,094.401","58,178","24,832.660","339,212.124","4,736",0.000,0.000,0,"96,223","1,011,632","450,955"
2326,2018,4,471,Amana Society Service Co,IA,Investor Owned,Final,62.000,490.000,703,69.000,633.000,182,421.000,"6,232.000",1,0.000,0.000,0,552,"7,355",886
2327,2018,4,9417,Interstate Power and Light Co,IA,Investor Owned,Final,"39,903.000","262,116.000","404,795","35,928.000","321,188.000","85,062","37,846.000","536,713.000","1,488",0.000,0.000,0,"113,677","1,120,017","491,345"
2328,2018,4,12341,MidAmerican Energy Co,IA,Investor Owned,Final,"39,384.792","403,731.194","590,071","25,268.395","361,956.027","95,892","48,542.430","1,072,002.618","1,761",0.000,0.000,0,"113,196","1,837,690","687,724"
2329,2018,4,88888,Total EPM,IA,,Final,"126,055.980","1,068,662.750","1,383,610","85,949.780","953,871.428","239,314","111,642.090","1,954,159.742","7,986",0.000,0.000,0,"323,648","3,976,694","1,630,910"
2330,2018,4,0,Adjustment 2018,ID,,Final,"6,723.329","72,682.591","66,298","2,641.533","34,785.783","9,103","1,476.885","26,691.780","2,150",0.000,0.000,0,"10,842","134,160","77,551"
2331,2018,4,9187,City of Idaho Falls - (ID),ID,Municipal,Final,"1,972.323","25,395.394","23,924","1,707.115","26,353.027","4,151",290.282,"5,795.340",4,0.000,0.000,0,"3,970","57,544","28,079"
2332,2018,4,9191,Idaho Power Co,ID,Investor Owned,Final,"33,981.898","325,662.505","443,176","22,441.607","292,804.254","67,357","20,046.652","325,139.140","19,074",0.000,0.000,0,"76,470","943,606","529,607"
2333,2018,4,10454,Kootenai Electric Cooperative,ID,Cooperative,Final,"2,781.261","28,366.981","23,431",787.269,"8,546.825","1,762",137.039,"2,494.022",44,0.000,0.000,0,"3,706","39,408","25,237"
2334,2018,4,11273,Lower Valley Energy Inc,ID,Cooperative,Final,92.000,"1,431.000","1,337",19.000,286.000,350,210.000,"4,755.000",37,0.000,0.000,0,321,"6,472","1,724"
2335,2018,4,12692,"Missoula Electric Coop, Inc",ID,Cooperative,Final,5.316,53.972,37,8.124,90.265,20,0.000,0.000,0,0.000,0.000,0,13,144,57
2336,2018,4,14354,PacifiCorp,ID,Investor Owned,Final,"4,617.839","49,295.028","64,366","3,261.707","36,964.383","9,027","10,196.198","164,465.465","5,610",0.000,0.000,0,"18,076","250,725","79,003"
2337,2018,4,16565,Salmon River Electric Coop Inc,ID,Cooperative,Final,236.000,"2,521.000","2,219",131.000,"1,779.000",451,132.000,"3,189.000",207,0.000,0.000,0,499,"7,489","2,877"
2338,2018,4,20169,Avista Corp,ID,Investor Owned,Final,"9,689.707","91,006.050","113,475","7,668.402","78,113.866","17,796","4,074.843","69,299.128",430,0.000,0.000,0,"21,433","238,419","131,701"
2339,2018,4,22814,Raft Rural Elec Coop Inc,ID,Cooperative,Final,162.750,"1,784.186","1,296",221.263,"4,019.470",368,664.390,"4,609.785",940,0.000,0.000,0,"1,048","10,413","2,604"
2340,2018,4,88888,Total EPM,ID,,Final,"60,262.423","598,198.707","739,559","38,887.020","483,742.873","110,385","37,228.289","606,438.660","28,496",0.000,0.000,0,"136,378","1,688,380","878,440"
2341,2018,4,0,Adjustment 2018,IL,,Final,"207,305.072","1,498,652.683","2,315,411","251,375.735","2,823,375.828","334,207","215,240.320","3,228,331.026","5,137","2,686.431","41,954.851",3,"676,608","7,592,314","2,654,758"
2342,2018,4,4110,Commonwealth Edison Co,IL,Investor Owned,Final,"151,757.161","1,150,059.450","2,459,404","65,702.800","649,106.936","205,860","6,833.162","99,668.340",129,0.000,0.000,0,"224,293","1,898,835","2,665,393"
2343,2018,4,12341,MidAmerican Energy Co,IL,Investor Owned,Final,"3,722.974","39,382.886","73,997","3,062.272","45,324.801","11,069","2,269.182","47,697.010",37,0.000,0.000,0,"9,054","132,405","85,103"
2344,2018,4,13032,Mt Carmel Public Utility Co,IL,Investor Owned,Final,519.000,"3,517.000","4,375",176.000,"1,169.000",844,286.000,"2,258.000",96,0.000,0.000,0,981,"6,944","5,315"
2345,2018,4,56697,Ameren Illinois Company,IL,Investor Owned,Final,"40,436.665","352,005.053","435,077","20,471.439","215,858.293","63,473","3,004.458","63,589.220",295,0.000,0.000,0,"63,913","631,453","498,845"
2346,2018,4,88888,Total EPM,IL,,Final,"403,740.872","3,043,617.072","5,288,264","340,788.246","3,734,834.858","615,453","227,633.122","3,441,543.596","5,694","2,686.431","41,954.851",3,"974,849","10,261,950","5,909,414"
2347,2018,4,0,Adjustment 2018,IN,,Final,"82,758.480","676,763.432","751,914","33,677.472","329,533.674","70,843","46,098.858","637,717.584","3,868",-0.002,0.101,0,"162,535","1,644,015","826,625"
2348,2018,4,261,AGC Division of APG Inc,IN,Investor Owned,Final,0.000,0.000,0,0.000,0.000,0,"9,617.232","205,394.000",1,0.000,0.000,0,"9,617","205,394",1
2349,2018,4,9273,Indianapolis Power & Light Co,IN,Investor Owned,Final,"42,979.382","358,015.089","440,378","16,967.897","139,631.482","49,706","42,622.023","482,693.843","4,798",0.000,0.000,0,"102,569","980,340","494,882"
2350,2018,4,9324,Indiana Michigan Power Co,IN,Investor Owned,Final,"40,893.354","317,787.752","406,491","29,610.239","296,383.197","54,749","41,004.083","560,327.075","3,966",0.000,0.000,0,"111,508","1,174,498","465,206"
2351,2018,4,13756,Northern Indiana Pub Serv Co,IN,Investor Owned,Final,"32,784.900","224,554.580","409,887","37,371.510","292,814.530","56,935","51,409.330","751,119.480","2,299",188.050,"1,709.750",1,"121,754","1,270,198","469,122"
2352,2018,4,15470,"Duke Energy Indiana, LLC",IN,Investor Owned,Final,"75,912.875","639,382.545","722,451","58,829.173","618,483.487","103,097","61,849.311","856,420.290","2,725",0.000,0.000,0,"196,591","2,114,286","828,273"
2353,2018,4,17633,Southern Indiana Gas & Elec Co,IN,Investor Owned,Final,"13,871.233","89,306.768","127,219","11,502.974","88,622.240","18,718","13,842.547","173,901.421",115,0.000,0.000,0,"39,217","351,830","146,052"
2354,2018,4,59579,Sunnova,IN,Behind the Meter,Final,0.363,2.546,2,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,3,2
2355,2018,4,88888,Total EPM,IN,,Final,"289,200.587","2,305,812.712","2,858,342","187,959.265","1,765,468.610","354,048","266,443.384","3,667,573.693","17,772",188.048,"1,709.851",1,"743,791","7,740,565","3,230,163"
2356,2018,4,0,Adjustment 2018,KS,,Final,"29,972.045","204,799.417","314,381","32,400.966","262,351.567","94,942","21,515.343","293,284.610","11,205",0.000,0.000,0,"83,888","760,436","420,528"
2357,2018,4,3892,City of Coffeyville - (KS),KS,Municipal,Final,360.247,"3,040.055","4,901",571.113,"5,391.353","1,005","2,281.375","32,523.361",10,0.000,0.000,0,"3,213","40,955","5,916"
2358,2018,4,5860,Empire District Electric Co,KS,Investor Owned,Final,786.970,"6,763.779","8,181",460.130,"3,726.268","1,425",408.481,"4,804.116",52,0.000,0.000,0,"1,656","15,294","9,658"
2359,2018,4,9996,City of Kansas City - (KS),KS,Municipal,Final,"5,515.000","40,288.000","58,236","9,164.000","84,215.000","6,995","4,087.000","47,980.000",83,0.000,0.000,0,"18,766","172,483","65,314"
2360,2018,4,10000,Kansas City Power & Light Co,KS,Investor Owned,Final,"22,882.361","172,394.167","226,823","28,188.520","259,521.218","29,254","2,452.132","24,292.092",931,0.000,0.000,0,"53,523","456,207","257,008"
2361,2018,4,10005,Kansas Gas & Electric Co,KS,Investor Owned,Final,"25,149.795","182,889.762","289,417","24,479.150","248,269.484","37,205","19,475.295","286,490.041","3,394",0.000,0.000,0,"69,104","717,649","330,016"
2362,2018,4,12524,Midwest Energy Inc,KS,Cooperative,Final,"2,464.775","20,109.431","29,664","3,162.813","26,773.055","13,161","6,010.546","66,689.999","7,075",0.000,0.000,0,"11,638","113,572","49,900"
2363,2018,4,22500,Westar Energy Inc,KS,Investor Owned,Final,"27,463.851","200,246.202","330,847","33,942.946","333,962.204","49,214","9,230.195","162,147.588","1,236",0.000,0.000,0,"70,637","696,356","381,297"
2364,2018,4,27000,WAPA-- Western Area Power Administration,KS,Federal,Final,0.000,0.000,0,56.290,"1,658.654",4,0.000,0.000,0,0.000,0.000,0,56,"1,659",4
2365,2018,4,88888,Total EPM,KS,,Final,"114,595.044","830,530.813","1,262,450","132,425.928","1,225,868.803","233,205","65,460.367","918,211.807","23,986",0.000,0.000,0,"312,481","2,974,611","1,519,641"
2366,2018,4,0,Adjustment 2018,KY,,Final,"72,694.630","675,074.384","716,973","34,671.876","349,578.999","85,205","28,915.577","455,660.690","1,477",0.000,0.000,0,"136,282","1,480,314","803,655"
2367,2018,4,9964,Kenergy Corp,KY,Cooperative,Final,"5,877.000","45,339.000","46,515","2,642.000","21,817.000","10,979","20,539.000","509,480.000",35,0.000,0.000,0,"29,058","576,636","57,529"
2368,2018,4,10171,Kentucky Utilities Co,KY,Investor Owned,Final,"39,868.822","396,418.628","430,497","38,531.205","378,017.763","90,614","30,397.888","518,218.053","2,506",0.000,0.000,0,"108,798","1,292,654","523,617"
2369,2018,4,11249,Louisville Gas & Electric Co,KY,Investor Owned,Final,"27,837.009","246,401.107","360,623","35,336.195","363,944.771","48,886","14,356.286","214,894.574",567,0.000,0.000,0,"77,529","825,240","410,076"
